Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Department,Job_Level,Home_Office_Quality,Internet_Speed_Category,Manager_Support_Level,Team_Collaboration_Frequency,Work_Hours_Per_Week,Meetings_Per_Week,Commute_Time_Minutes,Stress_Level,Work_Life_Balance,Job_Satisfaction,Productivity_Score
EMP0875,34,1,1,Engineering,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,40,1,29,7,8,95.5,86.5
EMP0876,51,18,1,Customer Success,Manager,Excellent,Fast (50-100 Mbps),Low,Weekly,44,7,25,5,6,100,87.9
EMP0877,30,1,4,Data Science,Junior,Excellent,Fast (50-100 Mbps),High,Daily,39,5,36,6,10,100,96.8
EMP0878,37,7,2,Engineering,Senior,Excellent,Fast (50-100 Mbps),Moderate,Daily,41,5,43,5,10,100,86.3
EMP0879,34,1,0,Finance,Junior,Average,Fast (50-100 Mbps),Moderate,Daily,37,5,69,7,8,100,91.8
EMP0880,45,12,4,Engineering,Senior,Average,Very Fast (100+ Mbps),Very Low,Few times per week,45,6,0,4,6,89.8,96.9
EMP0881,57,28,1,Engineering,Manager,Excellent,Slow (<25 Mbps),High,Weekly,46,9,47,9,9,100,98
EMP0882,30,4,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Low,Weekly,47,6,15,5,5,100,98
EMP0883,30,3,2,Product,Mid-Level,Poor,Very Fast (100+ Mbps),High,Daily,45,3,34,7,5,100,98
EMP0884,44,2,1,Sales,Junior,Excellent,Fast (50-100 Mbps),High,Daily,44,9,55,6,7,100,98
EMP0885,41,13,3,Data Science,Senior,Good,Fast (50-100 Mbps),High,Bi-weekly,35,8,21,7,8,100,82.1
EMP0886,51,7,0,Marketing,Senior,Good,Moderate (25-50 Mbps),High,Daily,35,5,99,6,3,100,98
EMP0887,40,10,4,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Few times per week,43,10,19,5,8,87.9,98
EMP0888,31,3,3,HR,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Daily,48,13,18,4,9,93.8,70.7
EMP0889,40,2,1,Design,Mid-Level,Poor,Fast (50-100 Mbps),High,Few times per week,40,14,0,6,7,100,61.6
EMP0890,44,4,2,Customer Success,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Few times per week,42,7,42,2,5,100,72.3
EMP0891,42,1,3,HR,Junior,Good,Very Fast (100+ Mbps),High,Daily,42,9,26,2,7,100,83.2
EMP0892,39,4,1,Sales,Junior,Good,Fast (50-100 Mbps),High,Few times per week,30,7,5,6,4,100,64.3
EMP0893,44,19,2,Engineering,Director,Good,Very Fast (100+ Mbps),High,Few times per week,43,10,26,6,6,100,98
EMP0894,45,3,3,Engineering,Junior,Excellent,Very Fast (100+ Mbps),High,Daily,38,12,35,6,7,100,98
EMP0895,47,2,4,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Weekly,45,4,7,5,6,100,98
EMP0896,40,3,3,Design,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Weekly,41,9,13,7,6,100,69.2
EMP0897,33,7,4,Finance,Senior,Average,Very Fast (100+ Mbps),Moderate,Daily,40,12,28,4,7,100,67.8
EMP0898,36,4,5,Customer Success,Junior,Good,Very Fast (100+ Mbps),High,Daily,41,8,0,6,6,100,71.7
EMP0899,45,10,2,Engineering,Senior,Good,Very Fast (100+ Mbps),Very High,Daily,40,10,46,8,3,100,98
EMP0900,27,1,4,Finance,Junior,Excellent,Moderate (25-50 Mbps),High,Few times per week,33,9,44,8,6,100,86.9
EMP0901,38,4,4,Product,Mid-Level,Good,Very Fast (100+ Mbps),High,Weekly,47,13,73,2,6,100,88.4
EMP0902,31,5,2,Marketing,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Daily,38,3,30,5,6,98.9,98
EMP0903,35,5,5,Sales,Mid-Level,Average,Slow (<25 Mbps),Low,Few times per week,39,8,0,7,4,90.1,66.9
EMP0904,46,9,2,Finance,Senior,Average,Moderate (25-50 Mbps),Moderate,Daily,42,9,0,7,3,100,73.7
EMP0905,36,6,2,Operations,Senior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,35,8,1,6,8,100,98
EMP0906,35,9,4,Data Science,Senior,Excellent,Very Fast (100+ Mbps),High,Daily,39,5,71,4,7,100,98
EMP0907,22,1,3,Sales,Junior,Average,Fast (50-100 Mbps),High,Bi-weekly,53,6,22,5,10,100,98
EMP0908,41,8,2,Engineering,Senior,Average,Moderate (25-50 Mbps),Moderate,Weekly,44,5,68,8,10,82.5,77.3
EMP0909,40,15,1,Marketing,Lead,Good,Very Fast (100+ Mbps),Low,Daily,36,8,50,4,7,78.9,62
EMP0910,54,5,4,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Bi-weekly,29,3,4,9,6,86.3,81.8
EMP0911,32,1,4,Operations,Junior,Average,Moderate (25-50 Mbps),High,Daily,48,8,13,6,4,100,88.8
EMP0912,36,2,3,Engineering,Junior,Average,Very Fast (100+ Mbps),High,Daily,35,11,59,5,6,100,98
EMP0913,37,3,5,Design,Mid-Level,Good,Fast (50-100 Mbps),High,Bi-weekly,38,6,0,5,8,100,97.8
EMP0914,49,5,2,Customer Success,Junior,Good,Fast (50-100 Mbps),Very High,Daily,39,12,21,4,10,100,90.4
EMP0915,34,2,2,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,36,9,42,5,7,100,56.9
EMP0916,37,4,4,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Few times per week,41,4,25,3,7,100,89.4
EMP0917,40,8,4,Marketing,Senior,Good,Fast (50-100 Mbps),High,Monthly,38,5,0,8,9,100,98
EMP0918,36,8,2,HR,Lead,Excellent,Fast (50-100 Mbps),Moderate,Weekly,45,5,77,9,4,100,98
EMP0919,30,3,0,Engineering,Mid-Level,Excellent,Moderate (25-50 Mbps),Very High,Daily,42,6,7,7,7,100,98
EMP0920,36,4,4,Engineering,Senior,Poor,Fast (50-100 Mbps),High,Bi-weekly,50,9,25,8,7,100,73.8
EMP0921,44,0,5,Marketing,Junior,Good,Very Fast (100+ Mbps),Very High,Daily,50,6,0,4,5,100,70.9
EMP0922,25,2,4,Finance,Junior,Average,Fast (50-100 Mbps),High,Weekly,36,9,10,2,8,100,88.4
EMP0923,36,5,2,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Very High,Few times per week,40,7,55,6,4,100,77.9
EMP0924,28,2,5,HR,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Weekly,54,9,0,8,3,92.4,64.9
EMP0925,45,15,5,Design,Lead,Good,Very Fast (100+ Mbps),Moderate,Weekly,35,12,0,8,6,82.9,91.4
EMP0926,22,0,3,Engineering,Junior,Excellent,Fast (50-100 Mbps),Moderate,Weekly,46,7,27,6,5,67.4,75.4
EMP0927,29,1,4,Marketing,Junior,Average,Fast (50-100 Mbps),Moderate,Weekly,45,5,47,6,6,100,88.6
EMP0928,38,4,4,Engineering,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Weekly,36,3,58,5,4,78.6,87.4
EMP0929,49,4,5,Engineering,Mid-Level,Good,Moderate (25-50 Mbps),High,Few times per week,37,8,0,8,6,100,74.5
EMP0930,34,6,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Bi-weekly,53,9,41,7,6,100,98
EMP0931,30,0,4,Sales,Junior,Excellent,Very Fast (100+ Mbps),High,Weekly,52,10,32,4,10,100,86.6
EMP0932,51,16,4,Customer Success,Manager,Excellent,Fast (50-100 Mbps),High,Weekly,44,10,15,5,8,100,71.9
EMP0933,22,0,3,Operations,Mid-Level,Average,Slow (<25 Mbps),Very High,Monthly,33,11,18,4,9,100,98
EMP0934,22,0,4,Engineering,Junior,Good,Very Fast (100+ Mbps),Very High,Daily,49,7,38,6,8,100,98
EMP0935,38,3,4,Engineering,Senior,Good,Very Fast (100+ Mbps),Low,Few times per week,33,8,25,4,8,100,98
EMP0936,30,4,5,Operations,Mid-Level,Good,Moderate (25-50 Mbps),High,Weekly,46,12,0,4,8,100,98
EMP0937,25,1,3,Engineering,Junior,Good,Moderate (25-50 Mbps),High,Daily,32,6,48,4,5,100,69.2
EMP0938,41,7,3,Sales,Senior,Average,Moderate (25-50 Mbps),Moderate,Few times per week,42,1,48,4,6,100,98
EMP0939,37,6,3,Marketing,Senior,Average,Very Fast (100+ Mbps),High,Bi-weekly,47,12,30,8,9,100,95.7
EMP0940,29,4,4,Product,Mid-Level,Excellent,Moderate (25-50 Mbps),Low,Daily,25,8,12,9,3,100,72.3
EMP0941,23,0,4,Engineering,Junior,Good,Fast (50-100 Mbps),Low,Bi-weekly,38,11,22,10,3,79.3,91
EMP0942,42,3,0,Finance,Mid-Level,Good,Fast (50-100 Mbps),High,Monthly,42,11,54,2,7,100,70.8
EMP0943,40,11,3,Engineering,Lead,Good,Very Fast (100+ Mbps),Very High,Daily,39,10,7,6,9,100,98
EMP0944,34,5,1,Operations,Mid-Level,Good,Fast (50-100 Mbps),High,Weekly,37,5,55,4,8,100,83.2
EMP0945,51,1,0,Operations,Junior,Good,Very Fast (100+ Mbps),High,Daily,41,8,18,10,8,100,86.9
EMP0946,25,1,4,Customer Success,Junior,Excellent,Very Fast (100+ Mbps),High,Weekly,48,6,16,10,6,100,98
EMP0947,22,0,2,Marketing,Junior,Good,Fast (50-100 Mbps),High,Few times per week,50,9,20,9,7,100,94.7
EMP0948,28,0,2,Sales,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Bi-weekly,46,4,10,1,8,93.5,98
EMP0949,34,6,0,Engineering,Senior,Excellent,Very Fast (100+ Mbps),High,Daily,51,7,63,4,8,100,79
EMP0950,37,8,1,Engineering,Senior,Poor,Very Fast (100+ Mbps),High,Weekly,38,9,41,6,7,100,98
EMP0951,32,2,4,Marketing,Junior,Good,Fast (50-100 Mbps),High,Weekly,45,6,12,4,8,100,97.2
EMP0952,38,3,3,Product,Senior,Good,Very Fast (100+ Mbps),Moderate,Daily,35,7,17,8,2,100,79.2
EMP0953,23,0,5,Marketing,Junior,Good,Fast (50-100 Mbps),High,Weekly,59,9,0,7,9,100,79.7
EMP0954,47,10,3,HR,Mid-Level,Average,Fast (50-100 Mbps),High,Monthly,42,10,46,4,9,100,79.9
EMP0955,34,4,2,Sales,Senior,Good,Fast (50-100 Mbps),High,Few times per week,46,4,30,8,3,100,83.4
EMP0956,45,12,2,Marketing,Senior,Good,Fast (50-100 Mbps),High,Weekly,31,14,50,6,6,100,95.1
EMP0957,38,6,4,Sales,Senior,Good,Fast (50-100 Mbps),High,Few times per week,46,9,21,7,9,100,96.8
EMP0958,39,10,3,Engineering,Senior,Average,Very Fast (100+ Mbps),Very Low,Few times per week,42,8,37,3,6,90.5,77.3
EMP0959,40,4,5,Sales,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Daily,44,5,0,6,3,81.2,92.9
EMP0960,39,6,4,HR,Senior,Good,Fast (50-100 Mbps),Moderate,Few times per week,42,10,13,7,10,100,93.2
EMP0961,40,6,3,Sales,Mid-Level,Average,Slow (<25 Mbps),Low,Few times per week,41,4,10,5,6,100,98
EMP0962,46,12,4,Finance,Manager,Average,Very Fast (100+ Mbps),Moderate,Weekly,40,8,23,4,6,100,95.7
EMP0963,36,1,5,HR,Junior,Poor,Fast (50-100 Mbps),Moderate,Daily,41,6,0,6,7,74.2,53.4
EMP0964,41,13,2,Sales,Lead,Poor,Moderate (25-50 Mbps),High,Daily,50,8,49,6,8,100,59.7
EMP0965,34,3,2,Customer Success,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Weekly,39,9,26,4,9,87.5,85.5
EMP0966,47,8,4,Sales,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Daily,55,7,21,2,7,100,82.7
EMP0967,28,0,3,Engineering,Junior,Good,Fast (50-100 Mbps),High,Few times per week,42,9,27,4,9,100,83.6
EMP0968,51,11,5,Engineering,Manager,Good,Very Fast (100+ Mbps),High,Daily,50,9,0,5,5,100,82.9
EMP0969,34,0,3,Engineering,Junior,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,48,9,16,2,9,97.7,77.8
EMP0970,22,0,0,HR,Junior,Excellent,Very Fast (100+ Mbps),High,Monthly,32,4,21,9,4,100,98
EMP0971,36,3,5,Product,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Bi-weekly,33,9,0,4,9,100,74.4
EMP0972,28,4,4,Engineering,Senior,Poor,Moderate (25-50 Mbps),Moderate,Daily,37,10,27,7,5,70.7,47.4
EMP0973,42,11,1,Engineering,Senior,Excellent,Slow (<25 Mbps),Very High,Few times per week,32,7,61,5,7,100,98
EMP0974,29,1,5,Sales,Junior,Excellent,Moderate (25-50 Mbps),High,Bi-weekly,39,8,0,6,8,100,81.3
EMP0975,30,3,2,Finance,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Bi-weekly,42,8,20,6,6,100,93.3
EMP0976,22,1,2,Sales,Mid-Level,Good,Very Fast (100+ Mbps),High,Daily,45,5,29,7,4,100,73.8
EMP0977,30,3,5,Marketing,Senior,Poor,Fast (50-100 Mbps),Moderate,Weekly,43,10,0,7,6,95.7,86.9
EMP0978,22,1,3,HR,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Daily,42,8,31,3,3,86.8,66.1
EMP0979,22,1,1,Sales,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,48,7,39,5,7,100,88.1
EMP0980,41,9,2,Data Science,Senior,Poor,Very Fast (100+ Mbps),Moderate,Daily,47,8,63,6,7,100,84
EMP0981,42,11,4,Sales,Senior,Excellent,Moderate (25-50 Mbps),Low,Monthly,53,13,24,5,5,100,88
EMP0982,38,4,1,Data Science,Mid-Level,Poor,Moderate (25-50 Mbps),High,Weekly,43,9,7,3,7,100,98
EMP0983,26,1,3,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Daily,27,7,7,5,3,100,75.4
EMP0984,34,9,4,Engineering,Senior,Average,Very Fast (100+ Mbps),Very High,Weekly,44,10,44,4,2,100,98
EMP0985,34,3,2,HR,Senior,Excellent,Fast (50-100 Mbps),Moderate,Daily,55,5,10,3,6,75.6,87
EMP0986,24,0,4,Finance,Junior,Poor,Moderate (25-50 Mbps),Very High,Daily,48,7,22,5,6,100,90.9
EMP0987,48,6,5,Customer Success,Senior,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,49,9,0,5,1,100,95.8
EMP0988,42,12,3,Sales,Manager,Excellent,Slow (<25 Mbps),High,Few times per week,42,5,8,3,7,100,98
EMP0989,33,2,3,Design,Junior,Average,Fast (50-100 Mbps),Low,Daily,47,14,25,6,8,67.3,66.9
EMP0990,35,6,2,Engineering,Senior,Excellent,Slow (<25 Mbps),High,Few times per week,49,10,40,5,6,100,98
EMP0991,36,8,4,Engineering,Senior,Average,Fast (50-100 Mbps),Very High,Few times per week,39,17,29,4,8,100,98
EMP0992,22,0,5,Sales,Junior,Average,Moderate (25-50 Mbps),High,Few times per week,38,3,0,8,4,100,58.8
EMP0993,32,7,2,Customer Success,Lead,Good,Moderate (25-50 Mbps),Moderate,Daily,44,3,32,1,7,99.3,98
EMP0994,28,2,3,Finance,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,47,6,4,6,8,93,68
EMP0995,25,0,3,Marketing,Junior,Average,Very Fast (100+ Mbps),Low,Daily,25,7,16,5,7,90.8,68.3
EMP0996,32,3,3,Engineering,Mid-Level,Average,Moderate (25-50 Mbps),Moderate,Few times per week,40,7,15,7,8,75.5,55.8
EMP0997,51,3,2,Engineering,Junior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,30,15,54,5,8,100,95.6
EMP0998,40,5,4,Sales,Junior,Excellent,Very Fast (100+ Mbps),High,Bi-weekly,41,10,16,6,4,100,98
EMP0999,29,0,2,Marketing,Junior,Good,Moderate (25-50 Mbps),Very High,Daily,52,7,0,8,3,100,84.3
EMP1000,40,4,4,Finance,Mid-Level,Excellent,Moderate (25-50 Mbps),Very Low,Weekly,38,12,37,4,10,65.4,58.4
EMP1001,47,13,3,Operations,Lead,Good,Very Fast (100+ Mbps),Low,Daily,40,8,32,3,6,100,85.5
EMP1002,43,9,3,Design,Senior,Average,Fast (50-100 Mbps),High,Daily,45,8,15,7,8,100,86.7
EMP1003,35,0,1,Engineering,Junior,Average,Fast (50-100 Mbps),Moderate,Few times per week,47,9,9,7,7,100,91.8
EMP1004,29,0,4,Sales,Junior,Average,Very Fast (100+ Mbps),Moderate,Weekly,47,7,18,8,2,71.8,37.5
EMP1005,41,8,1,Marketing,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Bi-weekly,42,4,34,10,6,98.5,93.8
EMP1006,38,4,1,Finance,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Weekly,45,13,46,5,7,97.7,84.5
EMP1007,43,3,3,Marketing,Mid-Level,Average,Slow (<25 Mbps),Very High,Daily,45,8,51,5,8,100,98
EMP1008,40,9,4,Product,Lead,Average,Very Fast (100+ Mbps),Low,Weekly,37,8,29,8,10,92.1,87.4
EMP1009,44,5,0,Operations,Senior,Average,Very Fast (100+ Mbps),High,Weekly,31,3,48,8,5,100,88.1
EMP1010,30,2,0,Engineering,Junior,Excellent,Moderate (25-50 Mbps),High,Few times per week,36,8,3,5,3,100,71.2
EMP1011,46,23,4,Engineering,Manager,Good,Very Fast (100+ Mbps),High,Monthly,50,8,8,3,6,100,97.2
EMP1012,36,2,4,HR,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,55,5,41,6,2,52.5,35
EMP1013,53,12,2,Finance,Senior,Excellent,Slow (<25 Mbps),Moderate,Weekly,41,8,8,4,6,81.7,98
EMP1014,28,2,4,Engineering,Mid-Level,Average,Moderate (25-50 Mbps),Moderate,Daily,50,9,13,8,5,90.8,98
EMP1015,50,5,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Weekly,40,10,30,8,5,100,91
EMP1016,36,2,4,Operations,Junior,Average,Fast (50-100 Mbps),Moderate,Weekly,44,11,30,8,1,100,76.7
EMP1017,29,2,5,Operations,Mid-Level,Good,Very Fast (100+ Mbps),High,Daily,38,7,0,3,5,100,74
EMP1018,30,0,0,Engineering,Junior,Good,Slow (<25 Mbps),Low,Monthly,48,12,16,8,5,82,84.2
EMP1019,32,3,4,Marketing,Mid-Level,Average,Moderate (25-50 Mbps),Very High,Daily,38,8,48,6,9,100,98
EMP1020,38,1,3,Sales,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,36,7,7,4,3,100,88.7
EMP1021,39,8,3,Design,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Bi-weekly,42,10,29,5,8,100,98
EMP1022,29,0,4,Engineering,Junior,Average,Moderate (25-50 Mbps),High,Daily,46,8,51,6,8,100,41.5
EMP1023,34,0,5,HR,Junior,Average,Very Fast (100+ Mbps),High,Few times per week,42,12,0,6,5,100,98
EMP1024,54,2,0,Marketing,Mid-Level,Good,Moderate (25-50 Mbps),Low,Weekly,39,2,41,4,9,100,66.9
EMP1025,50,21,0,Engineering,Manager,Excellent,Slow (<25 Mbps),Very High,Weekly,36,3,2,4,7,100,92.1
EMP1026,38,3,1,Marketing,Mid-Level,Good,Moderate (25-50 Mbps),High,Monthly,31,11,53,8,3,100,91
EMP1027,35,7,5,Engineering,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Weekly,39,6,0,8,5,100,88.8
EMP1028,36,9,4,Finance,Senior,Good,Fast (50-100 Mbps),High,Weekly,41,12,22,7,6,100,98
EMP1029,40,9,4,Operations,Lead,Good,Very Fast (100+ Mbps),Moderate,Bi-weekly,45,5,35,7,10,100,98
EMP1030,25,1,0,Engineering,Junior,Excellent,Fast (50-100 Mbps),Low,Few times per week,34,11,63,7,5,95.1,85.1
EMP1031,32,5,5,Engineering,Senior,Good,Very Fast (100+ Mbps),Moderate,Daily,46,8,0,9,6,83.9,77.1
EMP1032,22,0,4,HR,Junior,Average,Fast (50-100 Mbps),High,Weekly,38,8,0,8,7,100,91.6
EMP1033,38,7,4,Engineering,Senior,Excellent,Very Fast (100+ Mbps),High,Daily,38,8,31,5,6,100,98
EMP1034,40,1,2,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Daily,49,10,59,6,7,100,92.9
EMP1035,30,0,0,Sales,Junior,Excellent,Very Fast (100+ Mbps),High,Weekly,27,8,42,6,7,100,63.2
EMP1036,49,8,3,Design,Senior,Average,Moderate (25-50 Mbps),Very High,Monthly,34,5,47,6,3,100,91.3
EMP1037,23,0,4,Marketing,Junior,Average,Very Fast (100+ Mbps),Low,Few times per week,42,10,28,5,6,80.9,55.3
EMP1038,22,0,1,Finance,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,41,6,68,8,8,82,55.9
EMP1039,37,5,4,Engineering,Senior,Excellent,Very Fast (100+ Mbps),High,Few times per week,31,9,0,8,7,100,98
EMP1040,44,13,2,Engineering,Manager,Excellent,Very Fast (100+ Mbps),High,Few times per week,39,5,53,5,6,100,98
EMP1041,50,8,4,Engineering,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Few times per week,47,7,0,3,8,100,98
EMP1042,30,4,3,Sales,Mid-Level,Good,Fast (50-100 Mbps),High,Few times per week,35,6,30,1,7,100,91.1
EMP1043,44,20,1,Finance,Manager,Good,Very Fast (100+ Mbps),Low,Daily,48,9,11,3,8,100,98
EMP1044,34,3,3,Operations,Mid-Level,Average,Very Fast (100+ Mbps),High,Few times per week,37,10,37,4,3,100,80.8
EMP1045,33,1,3,Sales,Junior,Poor,Slow (<25 Mbps),Low,Bi-weekly,30,5,18,7,7,86.6,55.8
EMP1046,42,6,1,Finance,Senior,Excellent,Fast (50-100 Mbps),Moderate,Weekly,46,11,37,4,7,100,98
EMP1047,40,6,4,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Daily,43,3,15,6,7,100,67.8
EMP1048,22,1,0,Engineering,Junior,Good,Very Fast (100+ Mbps),Very High,Few times per week,33,6,71,5,9,100,60.8
EMP1049,48,7,2,Customer Success,Lead,Good,Very Fast (100+ Mbps),Very High,Daily,38,12,30,8,6,100,98
EMP1050,47,3,0,Operations,Senior,Good,Very Fast (100+ Mbps),Moderate,Monthly,52,3,17,6,8,92.9,98
EMP1051,29,5,1,Operations,Mid-Level,Average,Moderate (25-50 Mbps),Low,Daily,45,10,5,7,8,78,40.7
EMP1052,38,3,2,Sales,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Bi-weekly,48,9,17,6,5,84.3,98
EMP1053,39,2,0,Sales,Junior,Average,Moderate (25-50 Mbps),Moderate,Weekly,35,7,14,8,5,100,95
EMP1054,37,3,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Very High,Few times per week,49,9,25,7,9,100,92.6
EMP1055,30,3,1,Customer Success,Mid-Level,Poor,Very Fast (100+ Mbps),High,Daily,33,14,29,6,5,100,87.4
EMP1056,28,2,4,Operations,Mid-Level,Average,Moderate (25-50 Mbps),High,Bi-weekly,33,8,0,6,6,100,91.3
EMP1057,34,6,0,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Daily,47,3,26,10,7,98.4,98
EMP1058,45,4,0,Customer Success,Mid-Level,Excellent,Fast (50-100 Mbps),High,Daily,34,11,0,7,5,100,89.9
EMP1059,39,3,2,Marketing,Junior,Average,Moderate (25-50 Mbps),High,Daily,51,11,51,7,7,100,70.2
EMP1060,31,3,5,HR,Mid-Level,Excellent,Slow (<25 Mbps),Moderate,Few times per week,34,8,0,3,5,83.3,83.6
EMP1061,41,11,4,Engineering,Senior,Average,Very Fast (100+ Mbps),Low,Daily,36,5,21,8,7,100,98
EMP1062,22,1,4,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Monthly,48,6,5,6,7,88.2,87.6
EMP1063,45,7,1,Engineering,Senior,Excellent,Fast (50-100 Mbps),Moderate,Daily,38,9,30,5,8,100,98
EMP1064,22,1,4,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Very Low,Weekly,46,8,39,6,8,100,53
EMP1065,31,5,0,HR,Mid-Level,Excellent,Fast (50-100 Mbps),Very High,Daily,35,10,29,6,7,100,98
EMP1066,24,0,2,Finance,Junior,Good,Very Fast (100+ Mbps),Very High,Few times per week,40,3,36,4,5,100,95
EMP1067,23,0,4,Operations,Junior,Poor,Fast (50-100 Mbps),Moderate,Daily,46,6,37,5,6,94.2,74.9
EMP1068,45,3,2,Product,Junior,Good,Very Fast (100+ Mbps),High,Monthly,36,14,23,7,7,100,98
EMP1069,30,2,5,Engineering,Mid-Level,Average,Moderate (25-50 Mbps),High,Daily,48,12,0,4,5,100,76.6
EMP1070,38,4,0,Product,Mid-Level,Excellent,Fast (50-100 Mbps),High,Weekly,39,9,17,8,9,100,95.7
EMP1071,34,2,5,Product,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,42,11,0,3,3,100,89.7
EMP1072,39,5,4,Marketing,Senior,Excellent,Moderate (25-50 Mbps),High,Weekly,35,9,11,6,8,100,94.5
EMP1073,35,2,3,Engineering,Junior,Excellent,Very Fast (100+ Mbps),High,Daily,37,2,37,5,6,100,92.3
EMP1074,23,0,0,Finance,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Daily,36,12,39,2,9,100,94.8
EMP1075,43,1,2,Sales,Mid-Level,Good,Very Fast (100+ Mbps),High,Weekly,38,5,45,7,7,100,98
EMP1076,30,5,5,Customer Success,Mid-Level,Excellent,Moderate (25-50 Mbps),Low,Daily,51,8,0,6,8,100,80
EMP1077,22,0,2,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Very Low,Few times per week,48,9,9,7,8,56.2,44.9
EMP1078,31,5,4,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,44,9,50,5,7,53.9,57.7
EMP1079,48,1,5,Marketing,Junior,Average,Slow (<25 Mbps),Very Low,Weekly,38,12,0,8,2,63.4,47.3
EMP1080,42,15,2,Engineering,Manager,Poor,Very Fast (100+ Mbps),High,Few times per week,36,4,56,3,7,100,98
EMP1081,31,2,3,Sales,Mid-Level,Average,Moderate (25-50 Mbps),Moderate,Daily,36,5,9,4,9,97.5,84.1
EMP1082,31,0,4,Engineering,Junior,Average,Very Fast (100+ Mbps),High,Weekly,40,7,32,7,8,100,76.1
EMP1083,32,0,1,Marketing,Junior,Excellent,Moderate (25-50 Mbps),Moderate,Daily,43,7,16,9,9,100,56.8
EMP1084,53,3,1,Customer Success,Mid-Level,Average,Fast (50-100 Mbps),High,Few times per week,45,8,3,8,6,100,98
EMP1085,38,8,3,Engineering,Senior,Good,Moderate (25-50 Mbps),Moderate,Few times per week,42,10,31,4,6,74.6,98
EMP1086,38,8,3,HR,Senior,Good,Slow (<25 Mbps),Very High,Bi-weekly,45,15,28,5,8,100,98
EMP1087,44,2,4,Engineering,Mid-Level,Good,Moderate (25-50 Mbps),High,Daily,47,12,33,7,5,100,98
EMP1088,37,8,0,Finance,Senior,Average,Very Fast (100+ Mbps),Moderate,Weekly,39,9,53,9,8,86.2,80.2
EMP1089,32,9,5,Product,Senior,Average,Moderate (25-50 Mbps),Moderate,Few times per week,48,10,0,5,6,97.4,82
EMP1090,33,7,0,Sales,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,36,11,51,5,5,100,98
EMP1091,34,6,4,Product,Senior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,45,6,26,2,7,99.2,74.7
EMP1092,34,3,3,Marketing,Mid-Level,Average,Moderate (25-50 Mbps),High,Daily,42,10,23,6,5,100,98
EMP1093,41,11,1,Sales,Senior,Average,Fast (50-100 Mbps),Moderate,Few times per week,43,3,61,3,7,100,98
